2024-05-30 05:43:13,124 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,0,0
2024-05-30 05:43:14,125 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:15,125 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:16,126 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:17,126 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:18,126 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:19,126 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:20,127 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:21,127 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:22,127 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:23,127 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:24,128 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:25,128 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:26,128 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:27,128 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:28,129 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:29,129 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:30,129 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:31,129 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:32,129 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:33,130 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:34,130 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:35,130 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:36,130 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:37,130 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:38,131 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:39,131 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:40,131 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:41,131 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:42,132 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:43,132 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
                                                                                                                                                                                                                                                                                                                                                2024-05-30 05:43:14,148 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,0,0
2024-05-30 05:43:15,150 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:16,150 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:17,150 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:18,150 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:19,151 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:20,151 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:21,151 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:22,152 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 05:43:23,152 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 06:15:00,945 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,0,0
2024-05-30 06:15:01,947 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 06:15:02,947 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 06:15:03,947 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 06:15:04,948 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 06:15:05,948 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 06:15:06,948 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 06:15:07,949 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:13,116 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,0,0
2024-05-30 14:56:14,117 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:15,118 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:16,118 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:17,118 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:18,118 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:19,119 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:20,119 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:21,119 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:22,119 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:23,120 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:24,120 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:25,120 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:26,120 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:27,121 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:28,121 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:29,121 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:30,121 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:31,121 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:32,122 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:33,122 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:34,122 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:35,122 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:36,122 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:37,123 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:38,123 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:39,123 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:40,123 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
2024-05-30 14:56:41,124 -33.93034,18.85417,0,90,123.71698649136508,17,81.59,1.0,1.0
